#Raman_shift/cm-1          I_tot                 I_e                   I_h
  1346.3        1.725855314683E-008   2.057940300092E-007   1.065928882883E-007
  1346.4        1.727636313100E-008   2.060066469630E-007   1.067030665003E-007
  1346.5        1.729420090099E-008   2.062195956001E-007   1.068134165854E-007
  1346.6        1.731206651453E-008   2.064328766098E-007   1.069239389007E-007
  1346.7        1.732996002953E-008   2.066464906831E-007   1.070346338044E-007
  1346.8        1.734788150403E-008   2.068604385130E-007   1.071455016555E-007
  1346.9        1.736583099623E-008   2.070747207941E-007   1.072565428139E-007
  1347.0        1.738380856447E-008   2.072893382230E-007   1.073677576408E-007
  1347.1        1.740181426725E-008   2.075042914980E-007   1.074791464977E-007
  1347.2        1.741984816323E-008   2.077195813193E-007   1.075907097477E-007
  1347.3        1.743791031120E-008   2.079352083887E-007   1.077024477544E-007
  1347.4        1.745600077013E-008   2.081511734100E-007   1.078143608825E-007
  1347.5        1.747411959913E-008   2.083674770890E-007   1.079264494976E-007
  1347.6        1.749226685746E-008   2.085841201330E-007   1.080387139664E-007
  1347.7        1.751044260455E-008   2.088011032513E-007   1.081511546564E-007
  1347.8        1.752864689996E-008   2.090184271552E-007   1.082637719361E-007
  1347.9        1.754687980343E-008   2.092360925577E-007   1.083765661751E-007
  1348.0        1.756514137485E-008   2.094541001736E-007   1.084895377436E-007
  1348.1        1.758343167426E-008   2.096724507196E-007   1.086026870133E-007
  1348.2        1.760175076186E-008   2.098911449145E-007   1.087160143563E-007
  1348.3        1.762009869801E-008   2.101101834788E-007   1.088295201462E-007
  1348.4        1.763847554322E-008   2.103295671347E-007   1.089432047572E-007
  1348.5        1.765688135818E-008   2.105492966067E-007   1.090570685647E-007
  1348.6        1.767531620372E-008   2.107693726210E-007   1.091711119449E-007
  1348.7        1.769378014082E-008   2.109897959055E-007   1.092853352751E-007
  1348.8        1.771227323066E-008   2.112105671904E-007   1.093997389337E-007
  1348.9        1.773079553453E-008   2.114316872076E-007   1.095143233000E-007
  1349.0        1.774934711392E-008   2.116531566908E-007   1.096290887540E-007
  1349.1        1.776792803046E-008   2.118749763760E-007   1.097440356773E-007
  1349.2        1.778653834595E-008   2.120971470008E-007   1.098591644519E-007
  1349.3        1.780517812236E-008   2.123196693048E-007   1.099744754613E-007
  1349.4        1.782384742181E-008   2.125425440298E-007   1.100899690896E-007
  1349.5        1.784254630660E-008   2.127657719192E-007   1.102056457223E-007
  1349.6        1.786127483917E-008   2.129893537185E-007   1.103215057455E-007
  1349.7        1.788003308214E-008   2.132132901753E-007   1.104375495468E-007
  1349.8        1.789882109830E-008   2.134375820390E-007   1.105537775143E-007
  1349.9        1.791763895059E-008   2.136622300611E-007   1.106701900375E-007
  1350.0        1.793648670214E-008   2.138872349949E-007   1.107867875068E-007
  1350.1        1.795536441622E-008   2.141125975960E-007   1.109035703137E-007
  1350.2        1.797427215628E-008   2.143383186216E-007   1.110205388506E-007
  1350.3        1.799320998595E-008   2.145643988313E-007   1.111376935111E-007
  1350.4        1.801217796900E-008   2.147908389864E-007   1.112550346897E-007
  1350.5        1.803117616940E-008   2.150176398505E-007   1.113725627820E-007
  1350.6        1.805020465126E-008   2.152448021888E-007   1.114902781847E-007
  1350.7        1.806926347889E-008   2.154723267691E-007   1.116081812955E-007
  1350.8        1.808835271674E-008   2.157002143608E-007   1.117262725131E-007
  1350.9        1.810747242946E-008   2.159284657354E-007   1.118445522374E-007
  1351.0        1.812662268185E-008   2.161570816667E-007   1.119630208692E-007
  1351.1        1.814580353890E-008   2.163860629302E-007   1.120816788105E-007
  1351.2        1.816501506574E-008   2.166154103038E-007   1.122005264644E-007
  1351.3        1.818425732772E-008   2.168451245672E-007   1.123195642348E-007
  1351.4        1.820353039033E-008   2.170752065023E-007   1.124387925270E-007
  1351.5        1.822283431925E-008   2.173056568932E-007   1.125582117472E-007
  1351.6        1.824216918032E-008   2.175364765258E-007   1.126778223027E-007
  1351.7        1.826153503958E-008   2.177676661883E-007   1.127976246020E-007
  1351.8        1.828093196321E-008   2.179992266710E-007   1.129176190545E-007
  1351.9        1.830036001761E-008   2.182311587663E-007   1.130378060708E-007
  1352.0        1.831981926932E-008   2.184634632685E-007   1.131581860627E-007
  1352.1        1.833930978508E-008   2.186961409744E-007   1.132787594428E-007
  1352.2        1.835883163179E-008   2.189291926827E-007   1.133995266252E-007
  1352.3        1.837838487656E-008   2.191626191942E-007   1.135204880248E-007
  1352.4        1.839796958664E-008   2.193964213119E-007   1.136416440576E-007
  1352.5        1.841758582949E-008   2.196305998410E-007   1.137629951410E-007
  1352.6        1.843723367274E-008   2.198651555888E-007   1.138845416933E-007
  1352.7        1.845691318420E-008   2.201000893649E-007   1.140062841339E-007
  1352.8        1.847662443187E-008   2.203354019807E-007   1.141282228834E-007
  1352.9        1.849636748391E-008   2.205710942503E-007   1.142503583635E-007
  1353.0        1.851614240869E-008   2.208071669895E-007   1.143726909971E-007
  1353.1        1.853594927475E-008   2.210436210167E-007   1.144952212082E-007
  1353.2        1.855578815082E-008   2.212804571521E-007   1.146179494218E-007
  1353.3        1.857565910581E-008   2.215176762185E-007   1.147408760643E-007
  1353.4        1.859556220882E-008   2.217552790406E-007   1.148640015630E-007
  1353.5        1.861549752912E-008   2.219932664454E-007   1.149873263466E-007
  1353.6        1.863546513619E-008   2.222316392623E-007   1.151108508447E-007
  1353.7        1.865546509968E-008   2.224703983227E-007   1.152345754881E-007
  1353.8        1.867549748944E-008   2.227095444605E-007   1.153585007091E-007
  1353.9        1.869556237550E-008   2.229490785115E-007   1.154826269406E-007
  1354.0        1.871565982808E-008   2.231890013140E-007   1.156069546172E-007
  1354.1        1.873578991760E-008   2.234293137086E-007   1.157314841743E-007
  1354.2        1.875595271465E-008   2.236700165380E-007   1.158562160486E-007
  1354.3        1.877614829003E-008   2.239111106472E-007   1.159811506782E-007
  1354.4        1.879637671472E-008   2.241525968838E-007   1.161062885019E-007
  1354.5        1.881663805989E-008   2.243944760971E-007   1.162316299602E-007
  1354.6        1.883693239692E-008   2.246367491393E-007   1.163571754945E-007
  1354.7        1.885725979736E-008   2.248794168646E-007   1.164829255473E-007
  1354.8        1.887762033298E-008   2.251224801294E-007   1.166088805627E-007
  1354.9        1.889801407572E-008   2.253659397928E-007   1.167350409857E-007
  1355.0        1.891844109772E-008   2.256097967159E-007   1.168614072624E-007
  1355.1        1.893890147134E-008   2.258540517623E-007   1.169879798405E-007
  1355.2        1.895939526910E-008   2.260987057978E-007   1.171147591685E-007
  1355.3        1.897992256374E-008   2.263437596907E-007   1.172417456965E-007
  1355.4        1.900048342819E-008   2.265892143117E-007   1.173689398755E-007
  1355.5        1.902107793560E-008   2.268350705337E-007   1.174963421579E-007
  1355.6        1.904170615927E-008   2.270813292320E-007   1.176239529974E-007
  1355.7        1.906236817275E-008   2.273279912845E-007   1.177517728487E-007
  1355.8        1.908306404977E-008   2.275750575712E-007   1.178798021679E-007
  1355.9        1.910379386425E-008   2.278225289747E-007   1.180080414124E-007
  1356.0        1.912455769034E-008   2.280704063799E-007   1.181364910406E-007
  1356.1        1.914535560235E-008   2.283186906741E-007   1.182651515125E-007
  1356.2        1.916618767484E-008   2.285673827472E-007   1.183940232890E-007
  1356.3        1.918705398255E-008   2.288164834914E-007   1.185231068325E-007
  1356.4        1.920795460041E-008   2.290659938013E-007   1.186524026067E-007
  1356.5        1.922888960359E-008   2.293159145739E-007   1.187819110763E-007
  1356.6        1.924985906743E-008   2.295662467089E-007   1.189116327075E-007
  1356.7        1.927086306751E-008   2.298169911083E-007   1.190415679677E-007
  1356.8        1.929190167959E-008   2.300681486765E-007   1.191717173256E-007
  1356.9        1.931297497965E-008   2.303197203205E-007   1.193020812512E-007
  1357.0        1.933408304388E-008   2.305717069498E-007   1.194326602158E-007
  1357.1        1.935522594867E-008   2.308241094763E-007   1.195634546918E-007
  1357.2        1.937640377062E-008   2.310769288144E-007   1.196944651532E-007
  1357.3        1.939761658656E-008   2.313301658811E-007   1.198256920750E-007
  1357.4        1.941886447350E-008   2.315838215960E-007   1.199571359339E-007
  1357.5        1.944014750870E-008   2.318378968810E-007   1.200887972075E-007
  1357.6        1.946146576959E-008   2.320923926606E-007   1.202206763749E-007
  1357.7        1.948281933384E-008   2.323473098620E-007   1.203527739166E-007
  1357.8        1.950420827934E-008   2.326026494148E-007   1.204850903142E-007
  1357.9        1.952563268417E-008   2.328584122512E-007   1.206176260509E-007
  1358.0        1.954709262665E-008   2.331145993061E-007   1.207503816110E-007
  1358.1        1.956858818529E-008   2.333712115167E-007   1.208833574802E-007
  1358.2        1.959011943883E-008   2.336282498230E-007   1.210165541456E-007
  1358.3        1.961168646625E-008   2.338857151675E-007   1.211499720957E-007
  1358.4        1.963328934671E-008   2.341436084955E-007   1.212836118202E-007
  1358.5        1.965492815960E-008   2.344019307547E-007   1.214174738101E-007
  1358.6        1.967660298456E-008   2.346606828954E-007   1.215515585581E-007
  1358.7        1.969831390140E-008   2.349198658706E-007   1.216858665578E-007
  1358.8        1.972006099019E-008   2.351794806361E-007   1.218203983046E-007
  1358.9        1.974184433121E-008   2.354395281502E-007   1.219551542950E-007
  1359.0        1.976366400495E-008   2.357000093737E-007   1.220901350270E-007
  1359.1        1.978552009215E-008   2.359609252704E-007   1.222253409999E-007
  1359.2        1.980741267375E-008   2.362222768065E-007   1.223607727144E-007
  1359.3        1.982934183092E-008   2.364840649510E-007   1.224964306726E-007
  1359.4        1.985130764507E-008   2.367462906757E-007   1.226323153781E-007
  1359.5        1.987331019783E-008   2.370089549548E-007   1.227684273358E-007
  1359.6        1.989534957103E-008   2.372720587655E-007   1.229047670519E-007
  1359.7        1.991742584677E-008   2.375356030875E-007   1.230413350343E-007
  1359.8        1.993953910735E-008   2.377995889036E-007   1.231781317920E-007
  1359.9        1.996168943531E-008   2.380640171988E-007   1.233151578356E-007
  1360.0        1.998387691343E-008   2.383288889613E-007   1.234524136771E-007
  1360.1        2.000610162469E-008   2.385942051818E-007   1.235898998299E-007
  1360.2        2.002836365234E-008   2.388599668538E-007   1.237276168088E-007
  1360.3        2.005066307983E-008   2.391261749738E-007   1.238655651301E-007
  1360.4        2.007299999086E-008   2.393928305408E-007   1.240037453116E-007
  1360.5        2.009537446937E-008   2.396599345567E-007   1.241421578724E-007
  1360.6        2.011778659952E-008   2.399274880262E-007   1.242808033332E-007
  1360.7        2.014023646571E-008   2.401954919568E-007   1.244196822159E-007
  1360.8        2.016272415258E-008   2.404639473590E-007   1.245587950442E-007
  1360.9        2.018524974500E-008   2.407328552457E-007   1.246981423431E-007
  1361.0        2.020781332809E-008   2.410022166331E-007   1.248377246390E-007
  1361.1        2.023041498720E-008   2.412720325401E-007   1.249775424600E-007
  1361.2        2.025305480791E-008   2.415423039883E-007   1.251175963354E-007
  1361.3        2.027573287607E-008   2.418130320023E-007   1.252578867962E-007
  1361.4        2.029844927775E-008   2.420842176096E-007   1.253984143748E-007
  1361.5        2.032120409925E-008   2.423558618405E-007   1.255391796051E-007
  1361.6        2.034399742714E-008   2.426279657284E-007   1.256801830225E-007
  1361.7        2.036682934822E-008   2.429005303094E-007   1.258214251640E-007
  1361.8        2.038969994954E-008   2.431735566225E-007   1.259629065680E-007
  1361.9        2.041260931838E-008   2.434470457099E-007   1.261046277745E-007
  1362.0        2.043555754229E-008   2.437209986163E-007   1.262465893249E-007
  1362.1        2.045854470904E-008   2.439954163898E-007   1.263887917623E-007
  1362.2        2.048157090667E-008   2.442703000812E-007   1.265312356311E-007
  1362.3        2.050463622346E-008   2.445456507442E-007   1.266739214775E-007
  1362.4        2.052774074795E-008   2.448214694358E-007   1.268168498490E-007
  1362.5        2.055088456890E-008   2.450977572157E-007   1.269600212949E-007
  1362.6        2.057406777536E-008   2.453745151467E-007   1.271034363659E-007
  1362.7        2.059729045660E-008   2.456517442946E-007   1.272470956142E-007
  1362.8        2.062055270217E-008   2.459294457282E-007   1.273909995937E-007
  1362.9        2.064385460184E-008   2.462076205193E-007   1.275351488598E-007
  1363.0        2.066719624568E-008   2.464862697429E-007   1.276795439695E-007
  1363.1        2.069057772397E-008   2.467653944768E-007   1.278241854814E-007
  1363.2        2.071399912728E-008   2.470449958021E-007   1.279690739556E-007
  1363.3        2.073746054642E-008   2.473250748028E-007   1.281142099539E-007
  1363.4        2.076096207245E-008   2.476056325660E-007   1.282595940395E-007
  1363.5        2.078450379672E-008   2.478866701821E-007   1.284052267775E-007
  1363.6        2.080808581081E-008   2.481681887443E-007   1.285511087344E-007
  1363.7        2.083170820658E-008   2.484501893491E-007   1.286972404784E-007
  1363.8        2.085537107613E-008   2.487326730961E-007   1.288436225792E-007
  1363.9        2.087907451184E-008   2.490156410879E-007   1.289902556082E-007
  1364.0        2.090281860635E-008   2.492990944304E-007   1.291371401386E-007
  1364.1        2.092660345256E-008   2.495830342326E-007   1.292842767449E-007
  1364.2        2.095042914365E-008   2.498674616068E-007   1.294316660035E-007
  1364.3        2.097429577305E-008   2.501523776681E-007   1.295793084923E-007
  1364.4        2.099820343445E-008   2.504377835353E-007   1.297272047909E-007
  1364.5        2.102215222184E-008   2.507236803299E-007   1.298753554806E-007
  1364.6        2.104614222943E-008   2.510100691770E-007   1.300237611444E-007
  1364.7        2.107017355176E-008   2.512969512047E-007   1.301724223668E-007
  1364.8        2.109424628359E-008   2.515843275444E-007   1.303213397340E-007
  1364.9        2.111836051997E-008   2.518721993308E-007   1.304705138342E-007
  1365.0        2.114251635623E-008   2.521605677017E-007   1.306199452568E-007
  1365.1        2.116671388796E-008   2.524494337983E-007   1.307696345932E-007
  1365.2        2.119095321104E-008   2.527387987650E-007   1.309195824365E-007
  1365.3        2.121523442161E-008   2.530286637496E-007   1.310697893814E-007
  1365.4        2.123955761610E-008   2.533190299030E-007   1.312202560243E-007
  1365.5        2.126392289120E-008   2.536098983796E-007   1.313709829634E-007
  1365.6        2.128833034389E-008   2.539012703371E-007   1.315219707985E-007
  1365.7        2.131278007144E-008   2.541931469365E-007   1.316732201313E-007
  1365.8        2.133727217137E-008   2.544855293419E-007   1.318247315651E-007
  1365.9        2.136180674151E-008   2.547784187213E-007   1.319765057050E-007
  1366.0        2.138638387997E-008   2.550718162455E-007   1.321285431578E-007
  1366.1        2.141100368511E-008   2.553657230891E-007   1.322808445321E-007
  1366.2        2.143566625562E-008   2.556601404298E-007   1.324334104381E-007
  1366.3        2.146037169044E-008   2.559550694489E-007   1.325862414881E-007
  1366.4        2.148512008881E-008   2.562505113311E-007   1.327393382958E-007
  1366.5        2.150991155027E-008   2.565464672643E-007   1.328927014770E-007
  1366.6        2.153474617462E-008   2.568429384402E-007   1.330463316489E-007
  1366.7        2.155962406197E-008   2.571399260536E-007   1.332002294309E-007
  1366.8        2.158454531272E-008   2.574374313030E-007   1.333543954440E-007
  1366.9        2.160951002754E-008   2.577354553902E-007   1.335088303108E-007
  1367.0        2.163451830741E-008   2.580339995207E-007   1.336635346562E-007
  1367.1        2.165957025361E-008   2.583330649033E-007   1.338185091064E-007
  1367.2        2.168466596770E-008   2.586326527505E-007   1.339737542897E-007
  1367.3        2.170980555153E-008   2.589327642780E-007   1.341292708362E-007
  1367.4        2.173498910727E-008   2.592334007055E-007   1.342850593778E-007
  1367.5        2.176021673736E-008   2.595345632558E-007   1.344411205482E-007
  1367.6        2.178548854455E-008   2.598362531556E-007   1.345974549830E-007
  1367.7        2.181080463190E-008   2.601384716349E-007   1.347540633197E-007
  1367.8        2.183616510275E-008   2.604412199274E-007   1.349109461974E-007
  1367.9        2.186157006076E-008   2.607444992705E-007   1.350681042575E-007
  1368.0        2.188701960988E-008   2.610483109052E-007   1.352255381429E-007
  1368.1        2.191251385437E-008   2.613526560758E-007   1.353832484985E-007
  1368.2        2.193805289879E-008   2.616575360307E-007   1.355412359711E-007
  1368.3        2.196363684800E-008   2.619629520216E-007   1.356995012094E-007
  1368.4        2.198926580719E-008   2.622689053040E-007   1.358580448639E-007
  1368.5        2.201493988183E-008   2.625753971371E-007   1.360168675871E-007
  1368.6        2.204065917771E-008   2.628824287838E-007   1.361759700335E-007
  1368.7        2.206642380094E-008   2.631900015105E-007   1.363353528593E-007
  1368.8        2.209223385792E-008   2.634981165875E-007   1.364950167228E-007
  1368.9        2.211808945539E-008   2.638067752889E-007   1.366549622840E-007
  1369.0        2.214399070037E-008   2.641159788922E-007   1.368151902052E-007
  1369.1        2.216993770022E-008   2.644257286791E-007   1.369757011503E-007
  1369.2        2.219593056260E-008   2.647360259348E-007   1.371364957854E-007
  1369.3        2.222196939550E-008   2.650468719482E-007   1.372975747784E-007
  1369.4        2.224805430723E-008   2.653582680121E-007   1.374589387991E-007
  1369.5        2.227418540638E-008   2.656702154233E-007   1.376205885196E-007
  1369.6        2.230036280192E-008   2.659827154821E-007   1.377825246136E-007
  1369.7        2.232658660310E-008   2.662957694927E-007   1.379447477570E-007
  1369.8        2.235285691949E-008   2.666093787634E-007   1.381072586277E-007
  1369.9        2.237917386102E-008   2.669235446060E-007   1.382700579055E-007
  1370.0        2.240553753790E-008   2.672382683364E-007   1.384331462722E-007
  1370.1        2.243194806069E-008   2.675535512743E-007   1.385965244117E-007
  1370.2        2.245840554028E-008   2.678693947434E-007   1.387601930099E-007
  1370.3        2.248491008787E-008   2.681858000712E-007   1.389241527547E-007
  1370.4        2.251146181501E-008   2.685027685892E-007   1.390884043361E-007
  1370.5        2.253806083356E-008   2.688203016327E-007   1.392529484460E-007
  1370.6        2.256470725573E-008   2.691384005412E-007   1.394177857785E-007
  1370.7        2.259140119405E-008   2.694570666579E-007   1.395829170296E-007
  1370.8        2.261814276138E-008   2.697763013302E-007   1.397483428976E-007
  1370.9        2.264493207093E-008   2.700961059095E-007   1.399140640827E-007
  1371.0        2.267176923624E-008   2.704164817510E-007   1.400800812872E-007
  1371.1        2.269865437118E-008   2.707374302141E-007   1.402463952154E-007
  1371.2        2.272558758997E-008   2.710589526622E-007   1.404130065739E-007
  1371.3        2.275256900717E-008   2.713810504627E-007   1.405799160713E-007
  1371.4        2.277959873765E-008   2.717037249873E-007   1.407471244183E-007
  1371.5        2.280667689667E-008   2.720269776114E-007   1.409146323276E-007
  1371.6        2.283380359980E-008   2.723508097148E-007   1.410824405143E-007
  1371.7        2.286097896297E-008   2.726752226813E-007   1.412505496955E-007
  1371.8        2.288820310245E-008   2.730002178989E-007   1.414189605902E-007
  1371.9        2.291547613486E-008   2.733257967597E-007   1.415876739199E-007
  1372.0        2.294279817716E-008   2.736519606598E-007   1.417566904082E-007
  1372.1        2.297016934667E-008   2.739787109998E-007   1.419260107806E-007
  1372.2        2.299758976105E-008   2.743060491842E-007   1.420956357650E-007
  1372.3        2.302505953833E-008   2.746339766219E-007   1.422655660915E-007
  1372.4        2.305257879688E-008   2.749624947258E-007   1.424358024923E-007
  1372.5        2.308014765541E-008   2.752916049133E-007   1.426063457018E-007
  1372.6        2.310776623303E-008   2.756213086058E-007   1.427771964565E-007
  1372.7        2.313543464915E-008   2.759516072291E-007   1.429483554953E-007
  1372.8        2.316315302360E-008   2.762825022134E-007   1.431198235593E-007
  1372.9        2.319092147651E-008   2.766139949928E-007   1.432916013917E-007
  1373.0        2.321874012841E-008   2.769460870062E-007   1.434636897379E-007
  1373.1        2.324660910018E-008   2.772787796964E-007   1.436360893457E-007
  1373.2        2.327452851307E-008   2.776120745109E-007   1.438088009652E-007
  1373.3        2.330249848868E-008   2.779459729012E-007   1.439818253485E-007
  1373.4        2.333051914900E-008   2.782804763234E-007   1.441551632501E-007
  1373.5        2.335859061635E-008   2.786155862380E-007   1.443288154268E-007
  1373.6        2.338671301347E-008   2.789513041098E-007   1.445027826377E-007
  1373.7        2.341488646343E-008   2.792876314081E-007   1.446770656442E-007
  1373.8        2.344311108968E-008   2.796245696065E-007   1.448516652098E-007
  1373.9        2.347138701605E-008   2.799621201833E-007   1.450265821006E-007
  1374.0        2.349971436675E-008   2.803002846211E-007   1.452018170848E-007
  1374.1        2.352809326635E-008   2.806390644069E-007   1.453773709329E-007
  1374.2        2.355652383980E-008   2.809784610323E-007   1.455532444180E-007
  1374.3        2.358500621244E-008   2.813184759935E-007   1.457294383154E-007
  1374.4        2.361354050998E-008   2.816591107912E-007   1.459059534025E-007
  1374.5        2.364212685851E-008   2.820003669305E-007   1.460827904594E-007
  1374.6        2.367076538452E-008   2.823422459212E-007   1.462599502684E-007
  1374.7        2.369945621485E-008   2.826847492776E-007   1.464374336143E-007
  1374.8        2.372819947675E-008   2.830278785188E-007   1.466152412841E-007
  1374.9        2.375699529787E-008   2.833716351682E-007   1.467933740674E-007
  1375.0        2.378584380621E-008   2.837160207541E-007   1.469718327560E-007
  1375.1        2.381474513018E-008   2.840610368093E-007   1.471506181442E-007
  1375.2        2.384369939859E-008   2.844066848714E-007   1.473297310288E-007
  1375.3        2.387270674063E-008   2.847529664825E-007   1.475091722088E-007
  1375.4        2.390176728589E-008   2.850998831895E-007   1.476889424859E-007
  1375.5        2.393088116434E-008   2.854474365442E-007   1.478690426642E-007
  1375.6        2.396004850637E-008   2.857956281027E-007   1.480494735500E-007
  1375.7        2.398926944275E-008   2.861444594263E-007   1.482302359523E-007
  1375.8        2.401854410466E-008   2.864939320808E-007   1.484113306826E-007
  1375.9        2.404787262368E-008   2.868440476368E-007   1.485927585547E-007
  1376.0        2.407725513179E-008   2.871948076700E-007   1.487745203850E-007
  1376.1        2.410669176136E-008   2.875462137604E-007   1.489566169925E-007
  1376.2        2.413618264520E-008   2.878982674934E-007   1.491390491984E-007
  1376.3        2.416572791649E-008   2.882509704588E-007   1.493218178268E-007
  1376.4        2.419532770885E-008   2.886043242515E-007   1.495049237040E-007
  1376.5        2.422498215628E-008   2.889583304714E-007   1.496883676590E-007
  1376.6        2.425469139322E-008   2.893129907230E-007   1.498721505234E-007
  1376.7        2.428445555450E-008   2.896683066161E-007   1.500562731312E-007
  1376.8        2.431427477537E-008   2.900242797650E-007   1.502407363191E-007
  1376.9        2.434414919151E-008   2.903809117895E-007   1.504255409262E-007
  1377.0        2.437407893901E-008   2.907382043139E-007   1.506106877944E-007
  1377.1        2.440406415437E-008   2.910961589678E-007   1.507961777681E-007
  1377.2        2.443410497452E-008   2.914547773857E-007   1.509820116942E-007
  1377.3        2.446420153680E-008   2.918140612072E-007   1.511681904223E-007
  1377.4        2.449435397900E-008   2.921740120769E-007   1.513547148047E-007
  1377.5        2.452456243931E-008   2.925346316445E-007   1.515415856963E-007
  1377.6        2.455482705635E-008   2.928959215648E-007   1.517288039545E-007
  1377.7        2.458514796919E-008   2.932578834978E-007   1.519163704394E-007
  1377.8        2.461552531730E-008   2.936205191085E-007   1.521042860139E-007
  1377.9        2.464595924061E-008   2.939838300671E-007   1.522925515435E-007
  1378.0        2.467644987945E-008   2.943478180490E-007   1.524811678962E-007
  1378.1        2.470699737462E-008   2.947124847348E-007   1.526701359430E-007
  1378.2        2.473760186734E-008   2.950778318102E-007   1.528594565575E-007
  1378.3        2.476826349927E-008   2.954438609663E-007   1.530491306158E-007
  1378.4        2.479898241250E-008   2.958105738993E-007   1.532391589969E-007
  1378.5        2.482975874957E-008   2.961779723107E-007   1.534295425826E-007
  1378.6        2.486059265347E-008   2.965460579075E-007   1.536202822573E-007
  1378.7        2.489148426764E-008   2.969148324016E-007   1.538113789082E-007
  1378.8        2.492243373593E-008   2.972842975107E-007   1.540028334253E-007
  1378.9        2.495344120267E-008   2.976544549574E-007   1.541946467012E-007
  1379.0        2.498450681265E-008   2.980253064699E-007   1.543868196316E-007
  1379.1        2.501563071107E-008   2.983968537819E-007   1.545793531147E-007
  1379.2        2.504681304362E-008   2.987690986323E-007   1.547722480517E-007
  1379.3        2.507805395643E-008   2.991420427655E-007   1.549655053464E-007
  1379.4        2.510935359609E-008   2.995156879313E-007   1.551591259056E-007
  1379.5        2.514071210964E-008   2.998900358851E-007   1.553531106389E-007
  1379.6        2.517212964458E-008   3.002650883877E-007   1.555474604587E-007
  1379.7        2.520360634890E-008   3.006408472054E-007   1.557421762803E-007
  1379.8        2.523514237101E-008   3.010173141101E-007   1.559372590219E-007
  1379.9        2.526673785982E-008   3.013944908791E-007   1.561327096044E-007
  1380.0        2.529839296469E-008   3.017723792954E-007   1.563285289519E-007
  1380.1        2.533010783544E-008   3.021509811477E-007   1.565247179910E-007
  1380.2        2.536188262239E-008   3.025302982301E-007   1.567212776515E-007
  1380.3        2.539371747631E-008   3.029103323424E-007   1.569182088661E-007
  1380.4        2.542561254844E-008   3.032910852902E-007   1.571155125704E-007
  1380.5        2.545756799050E-008   3.036725588845E-007   1.573131897028E-007
  1380.6        2.548958395471E-008   3.040547549422E-007   1.575112412048E-007
  1380.7        2.552166059374E-008   3.044376752859E-007   1.577096680209E-007
  1380.8        2.555379806075E-008   3.048213217440E-007   1.579084710984E-007
  1380.9        2.558599650939E-008   3.052056961505E-007   1.581076513878E-007
  1381.0        2.561825609379E-008   3.055908003454E-007   1.583072098425E-007
  1381.1        2.565057696856E-008   3.059766361742E-007   1.585071474189E-007
  1381.2        2.568295928880E-008   3.063632054885E-007   1.587074650763E-007
  1381.3        2.571540321013E-008   3.067505101457E-007   1.589081637774E-007
  1381.4        2.574790888861E-008   3.071385520090E-007   1.591092444875E-007
  1381.5        2.578047648083E-008   3.075273329476E-007   1.593107081752E-007
  1381.6        2.581310614388E-008   3.079168548365E-007   1.595125558122E-007
  1381.7        2.584579803531E-008   3.083071195567E-007   1.597147883731E-007
  1381.8        2.587855231322E-008   3.086981289952E-007   1.599174068358E-007
  1381.9        2.591136913616E-008   3.090898850449E-007   1.601204121812E-007
  1382.0        2.594424866323E-008   3.094823896049E-007   1.603238053933E-007
  1382.1        2.597719105402E-008   3.098756445801E-007   1.605275874592E-007
  1382.2        2.601019646860E-008   3.102696518815E-007   1.607317593692E-007
  1382.3        2.604326506758E-008   3.106644134263E-007   1.609363221167E-007
  1382.4        2.607639701208E-008   3.110599311378E-007   1.611412766984E-007
  1382.5        2.610959246371E-008   3.114562069452E-007   1.613466241139E-007
  1382.6        2.614285158463E-008   3.118532427842E-007   1.615523653663E-007
  1382.7        2.617617453749E-008   3.122510405963E-007   1.617585014617E-007
  1382.8        2.620956148547E-008   3.126496023295E-007   1.619650334094E-007
  1382.9        2.624301259226E-008   3.130489299378E-007   1.621719622221E-007
  1383.0        2.627652802209E-008   3.134490253817E-007   1.623792889156E-007
  1383.1        2.631010793970E-008   3.138498906276E-007   1.625870145089E-007
  1383.2        2.634375251036E-008   3.142515276485E-007   1.627951400243E-007
  1383.3        2.637746189988E-008   3.146539384237E-007   1.630036664875E-007
  1383.4        2.641123627459E-008   3.150571249386E-007   1.632125949274E-007
  1383.5        2.644507580136E-008   3.154610891852E-007   1.634219263760E-007
  1383.6        2.647898064759E-008   3.158658331618E-007   1.636316618690E-007
  1383.7        2.651295098122E-008   3.162713588732E-007   1.638418024451E-007
  1383.8        2.654698697072E-008   3.166776683304E-007   1.640523491466E-007
  1383.9        2.658108878512E-008   3.170847635511E-007   1.642633030188E-007
  1384.0        2.661525659398E-008   3.174926465594E-007   1.644746651106E-007
  1384.1        2.664949056740E-008   3.179013193860E-007   1.646864364744E-007
  1384.2        2.668379087605E-008   3.183107840680E-007   1.648986181657E-007
  1384.3        2.671815769113E-008   3.187210426491E-007   1.651112112435E-007
  1384.4        2.675259118440E-008   3.191320971796E-007   1.653242167703E-007
  1384.5        2.678709152817E-008   3.195439497164E-007   1.655376358120E-007
  1384.6        2.682165889531E-008   3.199566023232E-007   1.657514694379E-007
  1384.7        2.685629345924E-008   3.203700570701E-007   1.659657187206E-007
  1384.8        2.689099539396E-008   3.207843160341E-007   1.661803847366E-007
  1384.9        2.692576487400E-008   3.211993812988E-007   1.663954685654E-007
  1385.0        2.696060207450E-008   3.216152549546E-007   1.666109712902E-007
